trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9960079893439915}",20,13,8.231322530205807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9920319148370607}",20,0,-35.480836878577264,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9880717128619305}",20,0,-88.59647888509672,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.9841273200552851}",25,0,-116.34673876762058,"{0: 14, 1: 0, 2: 9, 3: 2, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.9801986733067553}",35,0,-154.44459895739809,"{0: 21, 1: 2, 2: 9, 3: 2, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9762857097579093}",20,0,-83.41371447552218,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9723883668012469}",20,0,-88.44227343048775,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9685065820791976}",20,0,-268.80322630781933,"{0: 7, 1: 1, 2: 7, 3: 0, 4: 5}",0
9,False,"{'a': 0.5, 'e': 0.9646402934831231}",25,0,-214.80683993630737,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 4}",0
10,False,"{'a': 0.5, 'e': 0.9607894391523232}",25,0,-144.12053685882609,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9569539574730467}",20,0,-58.24605080491325,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.9531337870775047}",20,0,-112.0936302393392,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9493288668428895}",25,0,-44.72273213452572,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9455391358903963}",20,0,-110.3146490649973,"{0: 9, 1: 6, 2: 3, 3: 1, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.9417645335842487}",30,0,-211.12433392477797,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
16,False,"{'a': 0.5, 'e': 0.9380049995307295}",20,0,-61.11433154982089,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.9342604735772135}",20,0,-40.82141102930939,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9305308958112057}",30,0,-188.2696052623105,"{0: 16, 1: 6, 2: 3, 3: 3, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.9268162065593822}",30,0,-126.04303982009203,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9231163463866358}",25,0,-58.63857674078154,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9194312560951247}",25,0,-98.16549539491538,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.9157608767233256}",20,0,-130.06632831799035,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.9121051495450904}",25,13,-114.89492716479124,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 2}",1
24,False,"{'a': 0.5, 'e': 0.9084640160687062}",35,0,-110.09047040715572,"{0: 22, 1: 3, 2: 9, 3: 0, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.9048374180359595}",25,0,-138.89843235188889,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9012252974212047}",25,0,-110.1747111399277,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.8976275964304349}",25,0,-275.7884956631083,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 6}",0
28,False,"{'a': 0.5, 'e': 0.8940442575003572}",20,0,-144.30853653712347,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.8904752232974726}",35,14,-60.41968187113552,"{0: 13, 1: 0, 2: 8, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.8869204367171575}",20,8,-38.87216439176017,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.8833798408827509}",30,0,-89.36339625271607,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.8798533791446438}",25,0,-64.44466258509338,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.8763409950793732}",30,0,-225.60831586068912,"{0: 18, 1: 2, 2: 4, 3: 2, 4: 4}",0
34,False,"{'a': 0.5, 'e': 0.8728426324887193}",20,0,-56.17368979789719,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.8693582353988059}",20,6,-91.24618793008645,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 1}",1
36,False,"{'a': 0.5, 'e': 0.865887748059205}",20,0,-124.16788730770604,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.8624311149420455}",20,0,-72.9668672887079,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.8589882807411234}",20,0,-73.57248171536423,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.8555591903710185}",20,0,-63.928005116184245,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.8521437889662113}",25,0,-111.29234475018475,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.8487420218802068}",20,0,-87.46170309330746,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.8453538346846587}",25,0,-127.42273917440639,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.8419791731684999}",20,0,-99.67256045753936,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.838617983337074}",25,5,-145.86711926627643,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",1
45,False,"{'a': 0.5, 'e': 0.835270211411272}",30,2,-52.469472787579924,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.8319358038266718}",20,0,-37.18296912397023,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.8286147072326806}",25,0,-42.77593736719057,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.8253068684916823}",35,0,-286.80763787437024,"{0: 18, 1: 1, 2: 10, 3: 2, 4: 4}",0
49,False,"{'a': 0.5, 'e': 0.8220122346781865}",20,0,-63.86679665424643,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.8187307530779818}",25,0,-89.63861782765292,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.8154623711872927}",30,0,-78.17784747343178,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.812207036711939}",25,0,-123.7850170161045,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.8089646975664998}",30,0,-128.18619979159226,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.8057353018734796}",30,0,-138.74996904460406,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.8025187979624785}",25,15,-0.22688275333500862,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.7993151343693651}",25,0,-102.53874913698776,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
57,False,"{'a': 0.5, 'e': 0.7961242598354538}",25,0,-102.2043605512893,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.7929461233066837}",20,5,-24.263369427243102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.7897806739328027}",35,0,-204.83223795503832,"{0: 22, 1: 2, 2: 6, 3: 2, 4: 3}",0
60,False,"{'a': 0.5, 'e': 0.7866278610665535}",25,17,-22.19575454403765,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.7834876342628625}",30,0,-41.775014655439264,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.7803599432780343}",20,5,0.07138489910010892,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.7772447380689461}",20,0,-80.55754907578093,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.7741419687922484}",25,5,-57.39227498816089,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.7710515858035663}",25,0,-161.4219961818281,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
66,False,"{'a': 0.5, 'e': 0.7679735396567061}",25,0,-72.78085611301503,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 2}",1
67,False,"{'a': 0.5, 'e': 0.764907781102864}",30,0,-124.08961718415844,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.7618542610898376}",20,0,-105.07841464806202,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.7588129307612413}",20,0,-61.515297452567644,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.7557837414557255}",20,10,-50.61037542570649,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.7527666447061963}",25,0,-4.471333884103944,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.7497615922390413}",20,2,-7.70945947573256,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.7467685359733571}",20,0,-53.95677815698632,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.7437874280201796}",25,11,-13.72087299940415,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.7408182206817179}",20,6,-19.100417991790366,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.7378608664505911}",20,0,-107.67808661371558,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.7349153180090687}",25,0,-59.56011378682921,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.7319815282283126}",25,0,-72.56408550427372,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.7290594501676237}",20,0,-20.048113084979107,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.7261490370736909}",25,0,-104.08991643890258,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.7232502423798424}",20,0,-102.00673725698778,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.7203630197053014}",20,0,-51.3458266962003,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.7174873228544433}",20,0,-43.32969351830409,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.7146231058160573}",20,0,-67.7627500170674,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.7117703227626097}",20,7,-59.05974902429568,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.7089289280495107}",35,20,-15.924569639296367,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.7060988762143844}",35,0,-133.9894846875126,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.7032801219763409}",20,0,-105.91867653226109,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.7004726202352524}",20,0,-93.32139975881462,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.697676326071031}",30,12,-58.337762208483646,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.6948911947429106}",20,1,-88.02067675281513,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.6921171816887304}",20,0,-67.60470346724382,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.6893542425242224}",25,18,4.757289211428036,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.686602333042301}",35,23,-20.2216365366614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.6838614092123558}",20,0,-29.868802381969815,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.6811314271795471}",30,9,-21.97819045350139,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.678412343264104}",25,1,-68.90469865733624,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.675704113960626}",30,0,-94.69552630537238,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.6730066959373864}",20,7,-16.063036024007495,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.6703200460356393}",25,11,-26.79062687902617,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.6676441212689289}",20,8,-32.96224449841294,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.5, 'e': 0.6649788788224019}",20,0,-89.9621646870726,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.6623242760521222}",25,0,-60.40090377864511,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.659680270484389}",20,7,-33.01212070648594,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.6570468198150567}",20,12,1.6770751981958805,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.6544238819088586}",20,6,-61.777489338605704,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.651811414798732}",25,1,-98.28143187427457,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.6492093766851474}",35,0,-43.479311036131094,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.6466177259354396}",25,0,-66.43363398656926,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.6440364210831414}",20,0,-69.27429615041223,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.6414654208273198}",30,2,-78.92040769104445,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.6389046840319162}",30,0,-123.04393481252536,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.6363541697250871}",20,11,2.6037526685957264,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.633813837098549}",20,0,-62.43275357481066,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.631283645506926}",25,0,-57.625988699716316,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.6287635544670984}",35,16,-61.31040319109421,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.6262535236575559}",20,0,-30.45302235744261,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.623753512917752}",20,12,-14.096710006849746,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.6212634822474616}",25,0,-118.13046161882362,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
120,False,"{'a': 0.5, 'e': 0.6187833918061408}",20,0,-114.68934250345649,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
121,False,"{'a': 0.5, 'e': 0.6163132019122897}",25,0,-119.17229354988329,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
122,False,"{'a': 0.5, 'e': 0.6138528730428171}",20,0,-40.233445550478294,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.6114023658324087}",25,0,-125.28093653342361,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
124,False,"{'a': 0.5, 'e': 0.6089616410728969}",25,3,-40.67232986645525,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.6065306597126334}",30,0,-42.04743857476607,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.6041093828558647}",20,0,-85.29967353963525,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.6016977717621094}",20,6,12.862052847382014,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.5992957878455384}",25,12,12.394551064401108,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.596903392674358}",20,0,-58.66933547454981,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.5945205479701944}",20,0,13.271308710749995,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.5921472156074813}",20,0,-80.2451760715125,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.5897833576128504}",25,10,16.15337109611602,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5874289361645234}",25,0,-28.447840881435855,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.5850839135917069}",25,8,-25.567284243340808,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.5827482523739896}",30,3,-12.408477386951821,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.5804219151407424}",25,19,0.4161041829317784,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.5781048646705196}",20,0,-32.82867707731335,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.5757970638904645}",20,0,-51.833851519673075,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.5734984758757153}",20,0,-62.324327929347255,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.5712090638488149}",30,11,-49.297361689707444,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.5689287911791218}",25,0,-51.32923102035564,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.5666576213822246}",20,0,-18.83043461480923,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.5643955181193583}",25,0,-57.88207884587322,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.5621424451968224}",20,0,-113.59187518408315,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.559898366565402}",35,20,-2.627646427377269,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.5576632463197913}",20,0,-41.18010728088155,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.5554370486980182}",25,0,-86.72826277770812,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.5532197380808739}",20,0,-31.165064294765063,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.5510112789913407}",20,4,-38.21701032845116,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.5488116360940264}",30,7,-11.094407053784984,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.5466207741945976}",20,0,-11.655199758430165,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.5444386582392171}",20,0,-10.671082090089035,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.5422652533139832}",20,0,9.311827636033774,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.5401005246443706}",30,0,-103.53410633477105,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.5379444375946745}",20,12,-4.474017724826002,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.535796957667456}",30,8,0.06536536156374151,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.5336580505029906}",25,0,-51.05520541397125,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.5315276818787179}",25,0,6.423171267952154,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.5294058177086945}",20,0,11.866733764208051,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,0,-96.57381798949767,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.5251874670674361}",30,6,-9.952755547697027,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.5230909131025008}",30,0,-25.898331115388963,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.5210027286033344}",30,0,-100.30087507862733,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.5189228801589404}",20,10,-56.66753040554188,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.5168513344916992}",20,0,-58.56759534299431,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.5147880584568362}",25,16,-5.230465841564247,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.5127330190418905}",30,8,12.562994317428254,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.5106861833661879}",20,2,-139.20429743646957,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 2}",1
169,False,"{'a': 0.5, 'e': 0.5086475186803137}",25,19,-28.750001023988702,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.5066169923655895}",30,5,-57.28100831452023,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.5045945719335512}",20,0,-49.50122005977656,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.5025802250254283}",25,0,-28.857954022088663,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.5005739194116277}",25,0,-66.66296768576981,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.4985756229912165}",20,0,-50.67429167378651,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.49658530379140947}",20,12,-6.778894838519436,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.494602929967057}",25,0,-2.5404086816373552,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.49262846980013547}",20,0,-44.87911343105658,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.4906618916992401}",30,15,-25.201942223578804,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.4887031641990795}",25,7,-4.93568357330638,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4867522559599717}",35,0,-64.4955085399501,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.48480913576734325}",25,0,-34.44222322267056,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.48287377253122976}",25,0,-43.045473901216916,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.480946135285778}",20,9,9.639327722907346,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.4790261931887511}",20,0,-54.01285003549039,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
